path,class_index
Impressionism/laszlo-mednyanszky_snow-melting-1899.jpg,4
Impressionism/pierre-auguste-renoir_head-of-gabrielle-1895.jpg,8
Impressionism/claude-monet_waterloo-bridge.jpg,1
Impressionism/claude-monet_norway-sandviken-village-in-the-snow.jpg,4
Impressionism/john-singer-sargent_a-street-in-algiers-1880.jpg,1
Impressionism/pierre-auguste-renoir_standing-bather-1887.jpg,5
Impressionism/adam-baltatu_still-life-with-green-apples.jpg,9
Impressionism/william-merritt-chase_portrait-of-mme-e-h-bensel.jpg,6
Impressionism/guy-rose_my-sister-maud.jpg,6
Impressionism/camille-pissarro_setting-sun-autumn-in-eragny-1900.jpg,4
Impressionism/federico-zandomeneghi_lady-with-a-hat-1895.jpg,6
Impressionism/john-atkinson-grimshaw_humber-docks-hull-1884.jpg,1
Impressionism/gustave-caillebotte_plain-of-gennevilliers.jpg,4
Impressionism/arkhip-kuindzhi_cloud-over-the-mountain-valley.jpg,4
Impressionism/pierre-auguste-renoir_watering-can-1905.jpg,9
Impressionism/boris-kustodiev_lilacs-1906.jpg,2
Impressionism/paul-cezanne_still-life-with-open-drawer-1879.jpg,9
Impressionism/nikolay-bogdanov-belsky_at-work.jpg,2
Impressionism/claude-monet_the-doges-palace-seen-from-san-giorgio-maggiore-venice.jpg,1
Impressionism/paul-gauguin_women-bathing-dieppe-1885.jpg,2
Impressionism/homer-watson_herding-sheep-1910.jpg,4
Impressionism/pierre-auguste-renoir_seated-bather-1912.jpg,5
Impressionism/kazimir-malevich_underwear-on-the-fence-1903.jpg,4
Impressionism/childe-hassam_feeding-pigeons-in-the-piazza.jpg,2
Impressionism/abdullah-suriosubroto_bamboo-forest.jpg,4
Impressionism/berthe-morisot_studying-the-violin-1893.jpg,2
Impressionism/mary-cassatt_the-sisters-1.jpg,6
Impressionism/antoine-blanchard_boulevard-de-la-madeleine-5.jpg,1
Impressionism/pierre-auguste-renoir_acrobats-at-the-cirque-fernando-francisca-and-angelina-wartenberg-1879.jpg,2
Impressionism/edgar-degas_woman-at-her-toilette-3.jpg,5
Impressionism/eva-gonzales_portrait-of-jeanne-gonzales-in-profile.jpg,6
Impressionism/claude-monet_twilight-venice.jpg,1
Impressionism/pierre-auguste-renoir_the-farm-1914.jpg,2
Impressionism/claude-monet_the-railway-bridge-at-argenteuil-1.jpg,4
Impressionism/georges-seurat_the-riverbanks-1883.jpg,4
Impressionism/zinaida-serebriakova_harvest.jpg,4
Impressionism/claude-monet_zaandam-the-dike.jpg,1
Impressionism/constantin-artachino_yellow-roses.jpg,9
Impressionism/mary-cassatt_mother-sara-and-the-baby.jpg,2
Impressionism/pierre-auguste-renoir_portrait-of-a-girl-1880.jpg,6
Impressionism/camille-pissarro_peasant-sitting-with-infant-1881.jpg,2
Impressionism/mary-cassatt_child-with-bangs-in-a-blue-dress.jpg,6
Impressionism/pierre-auguste-renoir_portrait-of-edmond-renoir-jr-1888.jpg,6
Impressionism/odilon-redon_breton-harbour.jpg,4
Impressionism/constantin-artachino_the-mosque-in-ada-kaleh.jpg,4
Impressionism/camille-pissarro_square-du-vert-galant-sunny-morning-1902.jpg,1
Impressionism/john-henry-twachtman_spring-morning.jpg,4
Impressionism/joaquã­n-sorolla_garden-of-spanish-farmhouse-1909.jpg,4
Impressionism/giovanni-boldini_young-woman-s-head-on-a-pink-background-1912.jpg,6
Impressionism/camille-pissarro_seated-peasant-woman-crunching-an-apple.jpg,2
Impressionism/pierre-auguste-renoir_portrait-of-m-and-mme-bernheim-de-villers-1910.jpg,6
Impressionism/mary-cassatt_portrait-of-mme-fontveille-1902.jpg,6
Impressionism/claude-monet_a-windmill-near-zaandam(1).jpg,4
Impressionism/claude-monet_not_detected_212142.jpg,1
Impressionism/mary-cassatt_sketch-for-francoise-in-a-round-backed-chair-reading-or-a-girl-in-pink.jpg,8
Impressionism/pierre-auguste-renoir_claude-renoir-playing-with-dominos-1905.jpg,6
Impressionism/valentin-serov_portrait-of-yevdokia-morozova-1908.jpg,6
Impressionism/mary-cassatt_mrs-robert-s-cassatt-katherine-kelson-johnston-cassatt-1889.jpg,6
Impressionism/antoine-blanchard_champs-elysees-3.jpg,1
Impressionism/eugene-boudin_the-breton-fishermen-s-wives.jpg,2
Impressionism/edouard-manet_railway-1873.jpg,2
Impressionism/childe-hassam_union-square-1893.jpg,1
Impressionism/pierre-auguste-renoir_reclining-nude-1.jpg,5
Impressionism/pierre-auguste-renoir_strawberries.jpg,9
Impressionism/pierre-auguste-renoir_large-bather-with-crossed-legs-1904.jpg,5
Impressionism/willard-metcalf_pond-giverny.jpg,4
Impressionism/camille-pissarro_snow-effect-at-eragny-1894.jpg,4
Impressionism/camille-pissarro_landscape-at-valhermeil-1878.jpg,4
Impressionism/paul-cezanne_olympia-1875.jpg,2
Impressionism/pierre-auguste-renoir_nude-study-for-the-large-bathers-1887.jpg,8
Impressionism/philip-wilson-steer_mrs-violet-m-hammersley-1907.jpg,6
Impressionism/pierre-auguste-renoir_head-of-a-woman-1.jpg,6
Impressionism/mary-cassatt_young-girl-holding-a-loose-bouquet.jpg,6
Impressionism/arkhip-kuindzhi_sunset-in-the-forest.jpg,4
Impressionism/hoca-ali-riza_figure-landscape.jpg,4
Impressionism/antoine-blanchard_place-de-la-republique-1.jpg,1
Impressionism/t.-c.-steele_portrait-of-daisy-1891.jpg,6
Impressionism/frits-thaulow_old-factory-on-the-somme-evening.jpg,1
Impressionism/ipolit-strambu_vase-with-flowers-1909.jpg,9
Impressionism/claude-monet_the-boardwalk-at-trouville.jpg,1
Impressionism/claude-monet_view-of-ventimiglia-1884.jpg,4
Impressionism/pierre-auguste-renoir_cliffs-1883.jpg,4
Impressionism/isaac-levitan_stable.jpg,4
Impressionism/alfred-sisley_lady-s-cove-1897.jpg,4
Impressionism/willard-metcalf_buds-and-blossoms.jpg,4
Impressionism/pierre-auguste-renoir_view-of-antibes-1893.jpg,4
Impressionism/giovanni-boldini_head-of-a-lady-with-yellow-sleeve-1890.jpg,6
Impressionism/augustus-john_scottish-canadian-soldier-1940.jpg,6
Impressionism/antoine-blanchard_la-rue-tronchet-paris(1).jpg,1
Impressionism/childe-hassam_columbus-avenue-rainy-day.jpg,1
Impressionism/claude-monet_edge-of-the-cliff-at-pourville.jpg,4
Impressionism/raoul-dufy_parisian-bridge-1922.jpg,1
Impressionism/john-singer-sargent_palmettos-florida-1917.jpg,4
Impressionism/cornelis-vreedenburgh_painter-jan-bakker-at-work.jpg,6
Impressionism/joaquã­n-sorolla_rocks-at-javea-the-white-boat-1905.jpg,4
Impressionism/alfred-sisley_the-church-at-moret-in-morning-sun-1893.jpg,1
Impressionism/nikolay-bogdanov-belsky_portrait-of-artist-s-son-klaus-erhardt.jpg,6
Impressionism/pierre-auguste-renoir_the-harvesters-1873.jpg,4
Impressionism/gregoire-boonzaier_lions-head-to-signal-hill-from-windmere-cape.jpg,4
Impressionism/konstantin-korovin_woman-with-guitar-1919.jpg,2
Impressionism/winston-churchill_trees-by-a-stream-in-norfolk.jpg,4
Impressionism/stefan-luchian_peasant-woman-1896.jpg,6
Impressionism/pierre-auguste-renoir_man-carrying-a-boy.jpg,2
Impressionism/t.-c.-steele_the-shades-1888.jpg,4
Impressionism/joaquã­n-sorolla_the-three-errazuriz-sisters-1897.jpg,6
Impressionism/theodor-pallady_caf-du-dome-1928.jpg,2
Impressionism/alfred-sisley_road-along-the-seine-at-saint-mammes.jpg,4
Impressionism/edvard-munch_street-lafayette-1891.jpg,2
Impressionism/edgar-degas_two-dancers-with-yellow-corsages.jpg,2
Impressionism/childe-hassam_jelly-fish.jpg,4
Impressionism/augustus-john_robin-john-1916.jpg,6
Impressionism/walter-sickert_home-life.jpg,2
Impressionism/john-singer-sargent_base-of-a-palace.jpg,1
Impressionism/panayiotis-tetsis_portrait-of-a-man.jpg,6
Impressionism/konstantin-korovin_in-krasnokamenka-under-gurzuf.jpg,2
Impressionism/henrique-pousao_senhora-vestida-de-negro-1882.jpg,6
Impressionism/pierre-auguste-renoir_houses-in-the-trees.jpg,1
Impressionism/ilya-mashkov_crimea-livadia.jpg,1
Impressionism/edgar-degas_bather-by-the-water.jpg,5
Impressionism/pierre-auguste-renoir_landscape-with-figures-at-cagnes.jpg,4
Impressionism/mary-cassatt_head-of-a-young-girl-1876.jpg,6
Impressionism/abdullah-suriosubroto_indonesian-landscape-6.jpg,4
Impressionism/camille-pissarro_still-life-1867.jpg,9
Impressionism/alfred-sisley_bridge-at-villeneuve-la-garenne-1872-1.jpg,4
Impressionism/alfred-sisley_the-seine-at-saint-cloud-1877.jpg,4
Impressionism/claude-monet_sailboat-at-le-petit-gennevilliers.jpg,4
Impressionism/vanessa-bell_roofs.jpg,1
Impressionism/william-merritt-chase_dancing-girl.jpg,2
Impressionism/camille-pissarro_the-saint-antoine-road-at-l-hermitage-pontoise-1875.jpg,4
Impressionism/john-henry-twachtman_branchville.jpg,4
Impressionism/pierre-auguste-renoir_girl-with-a-basket-of-oranges.jpg,2
Impressionism/eugene-boudin_cotenord.jpg,4
Impressionism/paul-cezanne_path-at-the-entrance-to-the-forest-1879.jpg,4
Impressionism/theodor-pallady_eglise-de-mimizan-1937.jpg,4
Impressionism/claude-monet_lane-in-normandy.jpg,4
Impressionism/edgar-degas_three-dancers-4.jpg,2
Impressionism/pierre-auguste-renoir_two-women-in-blue-blouses-1919.jpg,2
Impressionism/berthe-morisot_julie-listening.jpg,2
Impressionism/nicolae-grigorescu_fairground-in-sinaia.jpg,2
Impressionism/john-henry-twachtman_view-of-venice-1.jpg,1
Impressionism/pierre-auguste-renoir_bust-of-a-girl-1900.jpg,6
Impressionism/camille-pissarro_an-apple-tree-at-eragny.jpg,4
Impressionism/pierre-auguste-renoir_the-champs-elysees-during-the-paris-fair-of-1867-1867.jpg,1
Impressionism/eugene-boudin_laundresses-on-the-banks-of-the-touques-3.jpg,2
Impressionism/edgar-degas_the-bath-woman-from-behind-1895.jpg,5
Impressionism/pierre-auguste-renoir_portraits-of-two-children-1895.jpg,6
Impressionism/gustave-caillebotte_landscape-at-argenteuil.jpg,4
Impressionism/adam-baltatu_cup-with-geraniums.jpg,9
Impressionism/frederic-bazille_man-with-a-pipe.jpg,6
Impressionism/camille-pissarro_young-woman-bathing-her-feet-also-known-as-the-foot-bath-1895.jpg,2
Impressionism/edgar-degas_portrait-of-princess-pauline-de-metternich.jpg,6
Impressionism/john-atkinson-grimshaw_greenock.jpg,1
Impressionism/john-henry-twachtman_in-the-sunlight.jpg,6
Impressionism/pierre-auguste-renoir_the-seine-at-argenteuil-1888-1.jpg,4
Impressionism/giovanni-boldini_scena-galante-1920.jpg,6
Impressionism/claude-monet_the-beach-and-the-falaise-d-amont.jpg,4
Impressionism/joaquã­n-sorolla_on-the-rocks-at-javea-1905.jpg,2
Impressionism/pierre-auguste-renoir_landscape-3.jpg,8
Impressionism/claude-monet_apple-trees-on-the-chantemesle-hill(1).jpg,4
Impressionism/gustave-caillebotte_sailing-boats-at-argenteuil.jpg,4
Impressionism/edgar-degas_group-of-dancers.jpg,2
Impressionism/salvador-dali_bay-of-cadaques.jpg,4
Impressionism/pierre-auguste-renoir_the-coiffure-young-girl-combing-her-hair-1896.jpg,2
Impressionism/t.-c.-steele_albert-g-porter-governor-of-indiana-1885.jpg,6
Impressionism/berthe-morisot_the-bath-girl-arranging-her-hair.jpg,2
Impressionism/paul-cezanne_orchard-in-pontoise-1877.jpg,1
Impressionism/camille-pissarro_bathing-goose-maidens.jpg,2
Impressionism/konstantin-korovin_autumn-1917.jpg,4
Impressionism/philip-wilson-steer_walberswick-children-paddling-1891.jpg,2
Impressionism/william-merritt-chase_a-lady-in-black-aka-the-red-shawl.jpg,6
Impressionism/george-luks_madison-square.jpg,1
Impressionism/antoine-blanchard_notre-dame-quai-saint-michel-2.jpg,1
Impressionism/theo-van-rysselberghe_nude-woman-1916.jpg,5
Impressionism/eugene-boudin_beach-at-trouville.jpg,2
Impressionism/alfred-sisley_view-of-saint-mammes-1881.jpg,4
Impressionism/alfred-sisley_flood-at-port-marly-1876-1.jpg,4
Impressionism/antoine-blanchard_l-arc-de-triomphe.jpg,1
Impressionism/joaquã­n-sorolla_outskirts-of-seville-1914.jpg,4
Impressionism/camille-pissarro_the-avenue-sydenham-1871.jpg,4
Impressionism/pierre-auguste-renoir_earthenware-jug.jpg,8
Impressionism/pierre-auguste-renoir_nude-seated-on-a-sofa-1876.jpg,5
Impressionism/camille-pissarro_garden-at-eragny-1899.jpg,4
Impressionism/mary-cassatt_susan-in-a-toque-trimmed-with-two-roses.jpg,6
Impressionism/walter-sickert_off-to-the-pub.jpg,2
Impressionism/maxime-maufra_the-high-island-1880.jpg,4
Impressionism/lucia-demetriade-balacescu_alvarii-galbeni.jpg,6
Impressionism/william-merritt-chase_monterey-california.jpg,4
Impressionism/hoca-ali-riza_unknown-title(6).jpg,4
Impressionism/theodor-pallady_still-life-with-hubble-bubble-and-boxes.jpg,9
Impressionism/konstantin-korovin_roses-fruit-wine-1912.jpg,9
Impressionism/claude-monet_the-coast-of-varengeville.jpg,4
Impressionism/paul-signac_the-jetty.jpg,1
Impressionism/paul-gauguin_pere-jean-s-path-1885.jpg,4
Impressionism/pierre-auguste-renoir_by-the-fireside-1875.jpg,2
Impressionism/claude-monet_on-the-cliff-near-dieppe.jpg,4
Impressionism/mary-cassatt_mother-s-goodnight-kiss-1888.jpg,2
Impressionism/konstantin-korovin_russia-festival.jpg,2
Impressionism/claude-monet_ice-floes-misty-morning.jpg,4
Impressionism/guy-rose_vista-from-point-lobos-1919.jpg,4
Impressionism/claude-monet_the-garden-of-monet-at-argenteuil.jpg,4
Impressionism/gustave-caillebotte_the-parquet-planers-1875.jpg,2
Impressionism/pierre-auguste-renoir_the-loge-1879.jpg,6
Impressionism/paul-signac_port-en-bessin-the-beach-1883.jpg,4
Impressionism/maurice-prendergast_at-the-park.jpg,2
Impressionism/camille-pissarro_flood-in-pontoise-1882.jpg,4
Impressionism/william-merritt-chase_the-garden-wall.jpg,4
Impressionism/camille-pissarro_peasant-and-child.jpg,6
Impressionism/vanessa-bell_the-memoir-club-1943.jpg,2
Impressionism/gustave-caillebotte_laundry-drying.jpg,4
Impressionism/ferdynand-ruszczyc_pejzaz-z-cyprysami.jpg,4
Impressionism/berthe-morisot_before-the-mirror.jpg,2
Impressionism/berthe-morisot_the-violin.jpg,2
Impressionism/giovanni-boldini_in-the-bath.jpg,5
Impressionism/maurice-prendergast_handkerchief-point-coastal-scene.jpg,2
Impressionism/basuki-abdullah_morning-sun.jpg,4
Impressionism/paul-gauguin_landscape-1885.jpg,4
Impressionism/claude-monet_cart-on-the-snow-covered-road-with-saint-simeon-farm.jpg,4
Impressionism/claude-monet_pine-trees-cap-d-antibes.jpg,4
Impressionism/kimon-loghi_the-rhythm-of-music.jpg,6
Impressionism/pierre-auguste-renoir_the-banks-of-the-seine-1875.jpg,4
Impressionism/alfred-sisley_the-banks-of-the-loing-1892.jpg,4
Impressionism/konstantin-korovin_mistress-of-the-house-1896.jpg,6
Impressionism/john-henry-twachtman_bridge-in-winter.jpg,4
Impressionism/james-tissot_on-the-thames.jpg,2
Impressionism/claude-monet_weeping-willow-2-1919.jpg,4
Impressionism/maurice-prendergast_maypole.jpg,2
Impressionism/camille-pissarro_town-garden-in-pontoise-1873.jpg,4
Impressionism/john-singer-sargent_simplon-pass-the-lesson-1911.jpg,2
Impressionism/camille-pissarro_snow-at-montfoucault-1874.jpg,4
Impressionism/berthe-morisot_young-woman-and-child-avenue-du-bois.jpg,2
Impressionism/rudolf-schweitzer-cumpana_peisaj-de-iarn.jpg,4
Impressionism/eugene-boudin_the-shores-of-sainte-adresse-at-twilight-1890.jpg,4
Impressionism/claude-monet_the-boats-regatta-at-argenteuil.jpg,4
Impressionism/camille-pissarro_apple-gatherers-1891.jpg,2
Impressionism/claude-monet_rouen-cathedral-the-portal-at-midday.jpg,1
Impressionism/camille-pissarro_the-road-to-louveciennes-at-the-outskirts-of-the-forest-1871.jpg,4
Impressionism/abdullah-suriosubroto_paddy-field.jpg,4
Impressionism/gustave-caillebotte_still-life-with-crayfish-1882.jpg,9
Impressionism/john-singer-sargent_man-seated-by-a-stream-1912.jpg,2
Impressionism/camille-pissarro_portrait-of-rodo-reading-1893.jpg,6
Impressionism/camille-pissarro_landscape-with-small-stream-1872.jpg,4
Impressionism/auguste-herbin_after-the-rain-at-la-roche-guyon-1906.jpg,4
Impressionism/othon-friesz_rocky-coast-1896.jpg,4
Impressionism/claude-monet_customs-house.jpg,4
Impressionism/zinaida-serebriakova_in-the-studio-paris-1906.jpg,2
Impressionism/james-mcneill-whistler_portrait-of-charles-l-freer-1903.jpg,6
Impressionism/henrique-pousao_st-sauves-1881.jpg,4
Impressionism/edgar-degas_before-the-performance.jpg,2
Impressionism/t.-c.-steele_selma-in-the-garden.jpg,4
Impressionism/giovanni-boldini_the-sisters-laskaraki.jpg,6
Impressionism/federico-zandomeneghi_place-d-anvers-paris-1880.jpg,1
Impressionism/guy-rose_laguna-rocks-low-tide-1916.jpg,4
Impressionism/john-singer-sargent_shady-paths-vizcaya-1917.jpg,1
Impressionism/pieter-wenning_keerom-street-cape-town.jpg,1
Impressionism/berthe-morisot_little-girl-with-blond-hair.jpg,6
Impressionism/pierre-auguste-renoir_young-boy-by-the-river-1890.jpg,2
Impressionism/john-henry-twachtman_waterfall-in-yellowstone.jpg,4
Impressionism/james-mcneill-whistler_pink-note-the-novelette.jpg,2
Impressionism/stefan-luchian_white-roses.jpg,9
Impressionism/childe-hassam_cityscape.jpg,1
Impressionism/claude-monet_morning-on-the-seine-clear-weather-02.jpg,4
Impressionism/mary-cassatt_auguste-reading-to-her-daughter-1910.jpg,2
Impressionism/edgar-degas_dancers-in-pink-1885.jpg,2
Impressionism/paul-mathiopoulos_female-nude-2.jpg,5
Impressionism/pierre-auguste-renoir_girl-with-brown-hair.jpg,6
Impressionism/pierre-auguste-renoir_cagnes-landscape-3.jpg,4
Impressionism/nicolae-vermont_gypsy-woman-study-1918.jpg,8
Impressionism/camille-pissarro_the-seine-at-marly-1871.jpg,4
Impressionism/georges-seurat_riverman-1884.jpg,2
Impressionism/paul-signac_the-lighthouse-of-gatteville.jpg,4
Impressionism/pierre-auguste-renoir_laundresses-1.jpg,2
Impressionism/pierre-auguste-renoir_bather-from-the-back.jpg,5
Impressionism/edgar-degas_combing-the-hair.jpg,8
Impressionism/claude-monet_meditation-madame-monet-sitting-on-a-sofa-1871.jpg,6
Impressionism/henri-martin_farmer-kneeling.jpg,2
Impressionism/pierre-auguste-renoir_landscape-at-cagnes.jpg,4
Impressionism/joaquã­n-sorolla_the-port-of-valencia-1882.jpg,1
Impressionism/claude-monet_three-trees-autumn-effect.jpg,4
Impressionism/james-mcneill-whistler_battersea-reach-from-lindsey-houses.jpg,2
Impressionism/lucia-demetriade-balacescu_lacul-fundeni-1962.jpg,4
Impressionism/paul-cezanne_still-life-with-italian-earthenware-jar.jpg,9
Impressionism/egon-schiele_winding-brook-1906.jpg,4
Impressionism/alfred-sisley_the-loing-at-moret-1883.jpg,4
Impressionism/constantin-artachino_pink-rose.jpg,9
Impressionism/claude-monet_the-pyramids-at-port-coton-1.jpg,4
Impressionism/alfred-sisley_on-the-cliffs-langland-bay-wales-1897.jpg,4
Impressionism/georges-seurat_a-canoes-1885.jpg,4
Impressionism/claude-monet_cliffs-of-les-petites-dalles-2.jpg,4
Impressionism/childe-hassam_afternoon-in-nantucket.jpg,2
Impressionism/childe-hassam_church-at-old-lyme.jpg,1
Impressionism/salvador-dali_landscape-with-animals.jpg,4
Impressionism/periklis-vyzantios_ydra-1959.jpg,4
Impressionism/william-merritt-chase_study-of-black-against-yello.jpg,6
Impressionism/claude-monet_a-woman-reading(1).jpg,2
Impressionism/maurice-prendergast_strolling-in-the-park-also-known-as-in-the-park.jpg,2
Impressionism/camille-pissarro_view-of-a-farm-in-osny-1883.jpg,4
Impressionism/eugene-boudin_untitled-1890.jpg,2
Impressionism/konstantin-korovin_in-the-boat-1888.jpg,2
Impressionism/konstantin-korovin_gursuf-1914.jpg,1
Impressionism/berthe-morisot_little-girls-in-the-garden-1885.jpg,2
Impressionism/robert-julian-onderdonk_a-cloudy-day-bluebonnets-near-san-antonio-texas-1918.jpg,4
Impressionism/alfred-sisley_landscape-with-houses-1873.jpg,4
Impressionism/john-singer-sargent_granada-sunspots-1912.jpg,4
Impressionism/gregoire-boonzaier_after-the-rain-cape-town.jpg,1
Impressionism/mary-cassatt_mother-and-child.jpg,8
Impressionism/claude-monet_the-valley-of-the-scie-at-pouville.jpg,4
Impressionism/paul-cezanne_basin-and-washing-place-in-jas-de-bouffan.jpg,4
Impressionism/konstantin-korovin_sunset-at-the-outskirt-of-the-town.jpg,1
Impressionism/ion-theodorescu-sion_scout-1917.jpg,6
Impressionism/alfred-sisley_fete-day-at-marly-le-roi-the-fourteenth-of-july-at-marly-le-roi-1875.jpg,1
Impressionism/claude-monet_saint-lazare-station-sunlight-effect.jpg,1
Impressionism/joaquã­n-sorolla_the-two-sisters-1909.jpg,2
Impressionism/claude-monet_cliffs-of-varengeville-gust-of-wind-1.jpg,4
Impressionism/william-merritt-chase_assyrian-girl.jpg,6
Impressionism/t.-c.-steele_haying-scene-1884.jpg,4
Impressionism/robert-julian-onderdonk_misty-morning.jpg,4
Impressionism/pierre-auguste-renoir_jeanne-samary-1878.jpg,6
